"Name","Year","Height","Weight","Lang_choice","English","Math","Language","History","Physics","Chemistry","Biology","Art"
"Student 2856",2012,170,68,"Hindi",77,99,63,83,97,75,70,89
"Student 2857",2012,185,91,"Spanish",61,48,65,69,91,75,67,87
"Student 2858",2012,172,82,"French",79,67,69,66,62,76,78,67
"Student 2859",2012,171,56,"Spanish",72,84,57,56,79,87,75,65
"Student 2860",2012,172,71,"French",78,70,64,76,73,77,77,68
"Student 2861",2012,177,74,"Spanish",76,52,74,66,85,80,84,41
"Student 2862",2012,176,84,"Hindi",51,83,59,67,100,58,48,60
"Student 2863",2012,181,93,"Hindi",62,66,72,50,74,94,79,77
"Student 2864",2012,176,81,"Spanish",68,86,63,78,83,97,75,39
"Student 2865",2012,171,76,"Hindi",58,79,74,62,91,85,72,79
"Student 2866",2012,182,94,"German",71,63,67,65,73,75,83,71
"Student 2867",2012,169,75,"Spanish",71,63,67,68,68,79,58,81
"Student 2868",2012,170,75,"Spanish",61,68,74,58,92,55,72,94
"Student 2869",2012,177,69,"German",67,82,68,69,74,79,78,61
"Student 2870",2012,168,68,"Hindi",52,66,64,62,56,74,61,84
"Student 2871",2012,165,52,"Hindi",52,61,59,76,100,79,89,66
"Student 2872",2012,178,86,"German",70,63,71,65,96,73,81,43
"Student 2873",2012,173,81,"German",77,79,77,66,83,76,79,55
"Student 2874",2012,171,57,"Spanish",69,89,60,49,76,72,81,65
"Student 2875",2012,171,63,"French",59,81,74,84,90,68,61,72
"Student 2876",2012,169,62,"Hindi",91,52,77,77,75,73,63,81
"Student 2877",2012,173,79,"Hindi",52,59,79,68,83,92,78,41
"Student 2878",2012,166,68,"Hindi",84,69,73,77,63,75,76,87
"Student 2879",2012,166,45,"Hindi",56,67,84,65,62,80,89,64
"Student 2880",2012,171,65,"Hindi",74,65,63,55,85,75,74,73
"Student 2881",2012,171,83,"German",72,79,62,73,83,72,53,74
"Student 2882",2012,171,76,"Hindi",67,57,49,51,83,72,83,79
"Student 2883",2012,173,71,"Spanish",61,45,63,72,77,55,73,75
"Student 2884",2012,175,81,"French",62,75,81,65,80,63,89,75
"Student 2885",2012,175,63,"Hindi",71,88,67,76,80,61,64,62
"Student 2886",2012,175,61,"German",57,70,67,60,64,93,66,69
"Student 2887",2012,164,66,"Spanish",71,68,90,61,71,82,87,62
"Student 2888",2012,168,65,"Hindi",70,100,65,71,80,81,96,85
"Student 2889",2012,168,54,"Hindi",84,89,74,75,61,76,69,71
"Student 2890",2012,167,58,"German",56,88,67,79,68,80,54,37
"Student 2891",2012,171,67,"Spanish",55,75,72,50,71,66,68,57
"Student 2892",2012,172,78,"Hindi",61,80,64,64,61,69,80,46
"Student 2893",2012,176,71,"Hindi",61,80,65,79,68,85,71,57
"Student 2894",2012,172,60,"Hindi",82,43,56,75,95,60,71,58
"Student 2895",2012,178,79,"Spanish",60,56,80,80,69,61,77,70
"Student 2896",2012,170,59,"Spanish",76,81,63,66,74,81,75,34
"Student 2897",2012,171,73,"Spanish",70,72,74,75,70,59,74,62
"Student 2898",2012,174,83,"Hindi",63,71,65,54,68,70,65,67
"Student 2899",2012,164,61,"Spanish",73,64,69,60,81,72,55,63
"Student 2900",2012,170,70,"Hindi",52,91,66,75,64,63,79,80
"Student 2901",2012,180,74,"Spanish",65,59,68,49,71,86,83,35
"Student 2902",2012,169,81,"Spanish",47,88,83,71,96,79,98,54
"Student 2903",2012,176,62,"Hindi",74,79,83,66,62,85,88,62
"Student 2904",2012,168,61,"French",76,64,63,68,77,89,82,66
"Student 2905",2012,172,87,"Hindi",61,78,66,75,70,77,77,54
"Student 2906",2012,172,71,"French",86,74,67,76,87,76,92,29
"Student 2907",2012,178,72,"Spanish",73,88,62,59,83,82,63,70
"Student 2908",2012,175,90,"German",62,66,63,54,64,58,80,64
"Student 2909",2012,181,94,"Hindi",73,44,71,69,93,82,81,73
"Student 2910",2012,179,76,"Spanish",57,45,72,64,94,64,79,85
"Student 2911",2012,165,64,"German",84,100,75,56,85,84,73,74
"Student 2912",2012,175,63,"Spanish",72,77,57,63,66,72,63,51
"Student 2913",2012,174,74,"Hindi",71,97,59,73,73,78,69,72
"Student 2914",2012,178,88,"Hindi",51,87,58,77,67,81,51,56
"Student 2915",2012,167,72,"German",86,35,51,86,78,41,79,73
"Student 2916",2012,173,74,"Hindi",52,74,76,65,51,66,80,79
"Student 2917",2012,174,77,"Spanish",55,74,72,55,58,82,59,94
"Student 2918",2012,177,78,"French",70,93,66,66,74,67,66,56
"Student 2919",2012,176,75,"French",74,52,70,76,74,73,77,81
"Student 2920",2012,175,74,"Spanish",87,100,61,77,72,74,63,66
"Student 2921",2012,174,86,"German",84,41,74,74,74,82,79,76
"Student 2922",2012,162,80,"Spanish",78,85,67,55,67,51,61,42
"Student 2923",2012,167,76,"Hindi",67,25,70,62,75,81,65,67
"Student 2924",2012,171,58,"Spanish",82,79,63,79,81,59,73,40
"Student 2925",2012,162,46,"French",71,80,78,80,58,73,66,64
"Student 2926",2012,170,65,"French",71,72,73,61,59,83,100,71
"Student 2927",2012,169,81,"German",53,78,89,71,68,67,48,68
"Student 2928",2012,179,70,"Hindi",72,54,69,73,87,63,86,66
"Student 2929",2012,178,78,"Spanish",65,98,73,69,55,79,77,62
"Student 2930",2012,170,74,"Hindi",68,39,64,68,70,90,86,51
"Student 2931",2012,168,62,"German",62,73,61,77,64,73,67,60
"Student 2932",2012,172,73,"Spanish",70,39,74,59,78,62,74,38
"Student 2933",2012,166,57,"Hindi",73,64,72,66,66,85,67,63
"Student 2934",2012,181,83,"German",62,91,71,84,66,59,51,68
"Student 2935",2012,175,61,"Spanish",72,59,87,79,67,84,74,77
"Student 2936",2012,178,78,"German",91,68,83,72,83,81,67,64
"Student 2937",2012,176,83,"Spanish",60,83,81,77,81,82,76,82
"Student 2938",2012,165,81,"German",83,66,75,72,81,81,59,53
"Student 2939",2012,174,75,"German",83,77,70,77,74,64,81,66
"Student 2940",2012,177,67,"Hindi",80,66,69,79,74,94,65,52
"Student 2941",2012,169,83,"Hindi",61,91,52,67,78,79,87,70
"Student 2942",2012,179,90,"German",51,86,67,71,96,64,96,52
"Student 2943",2012,162,69,"French",56,60,64,50,69,98,72,80
"Student 2944",2012,172,94,"Hindi",71,55,77,57,76,85,70,63
"Student 2945",2012,167,74,"German",69,76,75,60,65,76,79,64
"Student 2946",2012,176,67,"Hindi",63,98,73,82,85,75,77,45
"Student 2947",2012,174,73,"German",70,88,82,61,92,67,80,76
"Student 2948",2012,177,64,"Spanish",83,57,89,68,96,79,71,67
"Student 2949",2012,178,86,"Spanish",57,69,70,82,59,76,83,72
"Student 2950",2012,163,72,"Spanish",71,41,78,83,92,78,69,75
"Student 2951",2012,172,81,"French",67,95,63,72,77,63,70,68
"Student 2952",2012,165,63,"French",75,63,79,70,56,79,76,72
"Student 2953",2012,174,85,"Hindi",62,98,74,62,71,87,66,79
"Student 2954",2012,181,60,"Spanish",68,83,72,64,66,75,68,65
"Student 2955",2012,168,62,"Spanish",80,70,60,60,78,77,75,60
"Student 2956",2012,175,65,"German",75,87,65,78,78,72,69,60
"Student 2957",2012,175,62,"Hindi",55,97,77,58,97,83,64,66
"Student 2958",2012,176,105,"French",67,71,79,62,75,81,50,73
"Student 2959",2012,172,82,"Hindi",84,66,82,63,100,68,78,79
"Student 2960",2012,175,65,"Spanish",66,91,61,47,65,73,46,45
"Student 2961",2012,172,69,"German",69,74,68,83,73,65,74,70
"Student 2962",2012,175,68,"Spanish",71,82,65,70,64,88,61,41
"Student 2963",2012,178,78,"French",60,96,75,58,75,68,70,87
"Student 2964",2012,175,79,"French",75,83,75,82,72,70,69,73
"Student 2965",2012,177,70,"Hindi",86,82,81,55,66,85,75,54
"Student 2966",2012,169,74,"German",59,91,83,67,80,85,67,61
"Student 2967",2012,169,52,"Hindi",79,60,73,68,73,87,68,80
"Student 2968",2012,166,61,"Hindi",60,81,69,65,75,80,70,83
"Student 2969",2012,167,79,"German",61,71,64,60,65,75,71,57
"Student 2970",2012,179,104,"Hindi",57,65,60,56,92,69,84,73
"Student 2971",2012,170,56,"Spanish",64,83,75,59,85,69,76,79
"Student 2972",2012,168,75,"Spanish",79,68,73,63,77,85,87,39
"Student 2973",2012,176,74,"German",67,73,73,79,84,75,66,54
"Student 2974",2012,170,74,"French",91,86,70,68,75,69,63,67
"Student 2975",2012,178,55,"French",74,48,66,62,60,71,75,90
"Student 2976",2012,172,68,"French",80,81,59,69,88,70,91,55
"Student 2977",2012,165,75,"German",63,54,67,59,83,76,65,69
"Student 2978",2012,165,61,"Hindi",74,63,64,65,98,81,57,75
"Student 2979",2012,175,81,"Hindi",73,72,56,79,66,88,72,91
"Student 2980",2012,166,64,"French",60,85,72,81,64,97,89,44
"Student 2981",2012,175,83,"Hindi",86,93,67,60,75,58,55,46
"Student 2982",2012,174,62,"German",75,94,57,56,82,74,76,67
"Student 2983",2012,172,70,"German",89,76,80,73,78,65,61,75
"Student 2984",2012,170,55,"Hindi",91,82,70,78,82,76,90,62
"Student 2985",2012,170,77,"Hindi",71,88,68,72,78,82,81,47
"Student 2986",2012,176,78,"Spanish",72,70,61,70,65,55,60,50
"Student 2987",2012,173,51,"Spanish",91,55,69,71,78,67,70,69
"Student 2988",2012,177,64,"Spanish",57,65,76,52,78,60,89,70
"Student 2989",2012,175,78,"Spanish",71,77,70,71,71,69,78,73
"Student 2990",2012,171,71,"Hindi",73,77,82,61,69,71,66,66
"Student 2991",2012,169,83,"German",79,84,66,66,86,83,71,71
"Student 2992",2012,173,79,"German",72,73,59,70,84,87,83,56
"Student 2993",2012,179,88,"German",71,99,77,73,80,74,64,71
"Student 2994",2012,176,85,"Hindi",61,70,88,87,91,67,74,75
"Student 2995",2012,182,88,"French",54,64,68,62,90,74,74,81
"Student 2996",2012,165,77,"Hindi",70,85,70,54,77,59,62,80
"Student 2997",2012,178,86,"Spanish",72,58,77,61,48,61,72,42
"Student 2998",2013,176,74,"French",82,48,65,68,98,75,80,83
"Student 2999",2013,178,71,"German",80,62,74,72,88,83,68,72
"Student 3000",2013,169,69,"Spanish",64,71,75,79,80,85,90,91
"Student 3001",2013,171,63,"French",81,54,70,66,68,84,74,59
"Student 3002",2013,174,81,"French",66,71,63,77,79,81,71,69
"Student 3003",2013,171,66,"German",72,100,79,68,90,77,80,47
"Student 3004",2013,169,81,"Hindi",70,55,70,76,79,90,77,44
"Student 3005",2013,169,55,"French",77,55,67,66,84,92,71,74
"Student 3006",2013,170,73,"French",84,77,61,61,87,87,83,77
"Student 3007",2013,172,80,"German",84,49,74,70,61,89,83,58
"Student 3008",2013,174,82,"Hindi",66,74,73,74,75,73,72,56
"Student 3009",2013,165,57,"Spanish",77,69,66,60,65,54,85,56
"Student 3010",2013,175,75,"Hindi",80,78,69,63,78,92,67,46
"Student 3011",2013,167,65,"French",75,90,71,73,75,78,78,71
"Student 3012",2013,174,56,"Spanish",59,87,74,61,79,78,67,63
"Student 3013",2013,168,77,"Hindi",25,61,64,78,80,67,47,75
"Student 3014",2013,173,64,"French",87,78,73,60,74,71,83,45
"Student 3015",2013,163,67,"Hindi",91,68,57,89,81,49,95,23
"Student 3016",2013,164,74,"Spanish",61,78,81,78,82,90,76,63
"Student 3017",2013,177,76,"Hindi",60,74,68,77,81,72,62,87
"Student 3018",2013,162,65,"German",70,74,61,62,70,86,79,81
"Student 3019",2013,171,72,"Hindi",77,70,68,68,76,86,68,57
"Student 3020",2013,171,73,"Hindi",72,45,51,64,70,76,52,59
"Student 3021",2013,168,63,"Spanish",69,61,70,67,60,64,67,69
"Student 3022",2013,168,61,"French",88,79,73,62,86,73,62,46
"Student 3023",2013,179,67,"German",82,58,74,65,62,68,65,72
"Student 3024",2013,168,63,"Hindi",74,76,68,65,100,73,71,61
"Student 3025",2013,164,60,"Spanish",74,60,70,61,94,84,85,81
"Student 3026",2013,173,69,"German",91,72,62,75,81,87,92,94
"Student 3027",2013,166,70,"Hindi",56,72,65,55,90,69,78,44
"Student 3028",2013,170,79,"Spanish",80,93,65,78,70,66,80,63
"Student 3029",2013,172,69,"Spanish",78,51,52,71,73,69,77,40
"Student 3030",2013,164,84,"Spanish",67,80,72,62,87,84,74,61
"Student 3031",2013,171,52,"German",57,68,73,57,81,81,85,64
"Student 3032",2013,171,75,"French",69,55,79,64,73,87,57,61
"Student 3033",2013,169,74,"German",65,51,71,57,73,68,61,65
"Student 3034",2013,167,91,"Hindi",82,89,68,62,71,77,71,57
"Student 3035",2013,173,75,"French",71,77,61,71,66,67,64,81
"Student 3036",2013,170,69,"Hindi",65,69,86,74,76,73,72,56
"Student 3037",2013,167,82,"Hindi",48,81,77,76,59,86,80,80
"Student 3038",2013,172,66,"French",75,83,52,56,95,84,79,65
"Student 3039",2013,166,79,"French",66,49,77,65,72,85,68,73
"Student 3040",2013,162,55,"German",71,82,61,66,70,64,82,67
"Student 3041",2013,171,54,"French",83,55,56,65,88,73,70,53
"Student 3042",2013,173,77,"Spanish",71,77,66,58,80,50,87,56
"Student 3043",2013,160,58,"Hindi",61,60,68,67,90,66,61,74
"Student 3044",2013,166,69,"Hindi",71,59,66,59,63,73,72,62
"Student 3045",2013,169,56,"Spanish",57,54,73,66,80,94,61,62
"Student 3046",2013,172,70,"German",71,85,72,73,80,65,93,59
"Student 3047",2013,169,72,"Hindi",72,65,59,77,53,81,78,84
"Student 3048",2013,174,81,"Hindi",81,98,74,65,81,46,85,73
"Student 3049",2013,174,78,"French",82,66,74,63,94,75,76,44
"Student 3050",2013,176,77,"Hindi",80,47,74,72,93,76,73,62
"Student 3051",2013,176,71,"German",57,85,71,66,66,65,80,66
"Student 3052",2013,170,84,"German",61,84,69,62,79,81,79,43
"Student 3053",2013,170,57,"German",78,42,61,67,69,70,78,78
"Student 3054",2013,164,77,"Hindi",64,100,74,74,82,60,80,88
"Student 3055",2013,167,66,"German",63,82,63,65,65,77,94,78
"Student 3056",2013,172,69,"French",90,76,66,53,82,63,79,52
"Student 3057",2013,174,73,"German",88,78,69,77,63,71,89,78
"Student 3058",2013,168,61,"Hindi",64,80,74,78,83,76,74,65
"Student 3059",2013,176,73,"Hindi",70,100,74,83,58,69,81,90
"Student 3060",2013,174,76,"Hindi",75,73,71,84,73,69,83,53
"Student 3061",2013,164,52,"Hindi",64,80,68,67,76,65,65,82
"Student 3062",2013,165,70,"Hindi",66,60,57,58,81,80,76,90
"Student 3063",2013,163,53,"Spanish",62,96,58,64,73,74,77,85
"Student 3064",2013,166,75,"French",69,75,74,79,78,68,92,61
"Student 3065",2013,173,74,"Hindi",57,89,60,60,74,76,76,70
"Student 3066",2013,168,66,"Hindi",82,63,80,83,91,85,61,75
"Student 3067",2013,176,86,"German",64,100,64,75,69,83,61,75
"Student 3068",2013,179,76,"French",65,85,74,80,84,88,68,41
"Student 3069",2013,170,52,"Spanish",63,73,72,71,51,85,83,78
"Student 3070",2013,168,84,"Hindi",72,62,56,65,73,68,66,69
"Student 3071",2013,170,83,"French",84,59,74,54,99,69,87,75
"Student 3072",2013,166,73,"German",78,77,88,56,82,69,51,74
"Student 3073",2013,180,79,"German",56,77,73,47,100,66,75,40
"Student 3074",2013,168,68,"Spanish",78,73,61,72,84,85,61,69
"Student 3075",2013,175,69,"German",59,59,68,78,87,86,74,72
"Student 3076",2013,168,65,"Spanish",79,81,70,69,70,80,96,64
"Student 3077",2013,165,68,"German",63,93,81,68,79,80,78,70
"Student 3078",2013,169,76,"French",85,100,68,73,60,52,71,68
"Student 3079",2013,167,65,"Spanish",73,80,66,77,89,65,74,52
"Student 3080",2013,163,79,"German",54,46,74,58,86,84,67,53
"Student 3081",2013,170,83,"German",56,68,80,67,73,86,82,76
"Student 3082",2013,171,71,"Hindi",77,47,51,61,77,63,87,87
"Student 3083",2013,177,66,"Spanish",67,61,73,86,73,89,79,78
"Student 3084",2013,177,71,"Hindi",73,72,84,64,67,76,83,51
"Student 3085",2013,184,73,"Hindi",69,87,69,68,93,96,71,33
"Student 3086",2013,177,62,"Spanish",69,73,62,78,86,63,84,81
"Student 3087",2013,186,93,"Hindi",63,86,73,61,77,90,64,67
"Student 3088",2013,175,92,"Hindi",50,71,63,44,91,72,69,82
"Student 3089",2013,164,75,"French",78,88,65,58,77,77,60,79
"Student 3090",2013,171,80,"Spanish",56,71,66,59,79,76,61,63
"Student 3091",2013,167,61,"German",68,60,81,70,60,62,89,66
"Student 3092",2013,177,68,"Hindi",79,79,67,66,83,83,89,92
"Student 3093",2013,172,64,"German",82,54,59,66,66,59,73,75
"Student 3094",2013,175,45,"Hindi",57,61,74,52,76,63,89,87
"Student 3095",2013,171,56,"Spanish",70,75,70,69,61,69,74,72
"Student 3096",2013,173,66,"Spanish",75,58,69,86,87,77,79,75
"Student 3097",2013,175,67,"German",70,78,71,67,83,84,77,53
"Student 3098",2013,167,94,"Spanish",70,67,61,76,79,73,80,65
"Student 3099",2013,173,72,"Hindi",63,78,65,89,52,67,65,83
"Student 3100",2013,171,80,"German",72,75,77,74,73,77,63,65
"Student 3101",2013,170,81,"German",65,65,73,68,75,72,67,65
"Student 3102",2013,161,75,"French",66,70,64,62,79,81,70,54
"Student 3103",2013,173,67,"Hindi",68,76,80,75,80,78,89,68
"Student 3104",2013,178,74,"Spanish",64,78,63,64,81,80,81,81
"Student 3105",2013,178,91,"Hindi",71,38,87,68,68,98,68,94
"Student 3106",2013,174,75,"Hindi",63,76,73,63,80,82,83,54
"Student 3107",2013,171,57,"Spanish",73,65,65,56,86,83,65,72
"Student 3108",2013,174,66,"Spanish",60,94,66,83,56,82,93,51
"Student 3109",2013,172,71,"Hindi",68,100,62,78,81,91,60,77
"Student 3110",2013,179,83,"Spanish",62,48,78,57,92,89,66,81
"Student 3111",2013,166,58,"Spanish",77,75,72,64,64,65,70,60
"Student 3112",2013,168,65,"Hindi",68,88,75,75,78,67,58,76
"Student 3113",2013,174,83,"French",59,72,65,59,90,79,65,65
"Student 3114",2013,172,74,"French",70,64,77,54,86,55,73,89
"Student 3115",2013,171,82,"Hindi",70,42,74,65,71,64,79,50
"Student 3116",2013,173,69,"French",72,63,74,70,88,62,78,72
"Student 3117",2013,173,62,"German",82,74,63,64,92,77,70,70
"Student 3118",2013,168,58,"Hindi",62,73,60,59,97,82,92,71
"Student 3119",2013,172,42,"Hindi",52,89,65,67,100,75,75,62
"Student 3120",2013,161,53,"Hindi",61,61,90,53,78,85,73,38
"Student 3121",2013,166,43,"French",69,73,70,67,56,73,71,92
"Student 3122",2013,173,59,"French",82,75,62,77,95,88,70,58
"Student 3123",2013,165,65,"Hindi",79,63,74,68,79,75,68,88
"Student 3124",2013,170,75,"German",61,36,71,61,81,83,79,61
"Student 3125",2013,174,78,"French",60,59,69,68,75,66,82,83
"Student 3126",2013,169,64,"Hindi",69,66,69,63,72,77,70,73
"Student 3127",2013,177,83,"French",70,77,62,65,75,88,70,56
"Student 3128",2013,171,61,"Spanish",69,59,67,85,86,75,75,54
"Student 3129",2013,170,81,"German",56,88,74,62,71,80,80,70
"Student 3130",2013,169,58,"Spanish",77,87,49,79,92,78,59,79
"Student 3131",2013,170,69,"German",73,100,72,52,78,71,72,70
"Student 3132",2013,173,75,"German",70,88,68,50,85,73,69,62
"Student 3133",2013,183,78,"Hindi",59,60,75,77,85,83,51,74
"Student 3134",2013,168,61,"Spanish",47,70,83,72,64,65,61,73
"Student 3135",2013,171,75,"Hindi",55,93,73,78,74,77,61,62
"Student 3136",2013,173,78,"Spanish",74,49,63,76,72,74,67,80
"Student 3137",2013,179,79,"French",53,100,67,77,67,69,85,46
"Student 3138",2013,175,88,"German",67,71,67,67,86,71,73,64
"Student 3139",2013,169,69,"German",80,68,77,66,74,53,86,66
"Student 3140",2013,177,82,"German",71,82,77,59,76,73,63,84
"Student 3141",2013,174,61,"Hindi",66,75,76,68,70,70,75,73
"Student 3142",2013,171,66,"Hindi",91,76,66,78,82,79,79,55
"Student 3143",2013,164,57,"German",71,39,85,64,52,61,63,52
"Student 3144",2013,173,77,"Spanish",75,57,73,69,94,76,70,72
"Student 3145",2013,168,92,"French",68,64,76,83,92,77,68,50
"Student 3146",2013,167,46,"Hindi",62,77,67,53,82,82,63,64
"Student 3147",2013,184,78,"Hindi",79,61,67,77,70,69,59,69
"Student 3148",2013,182,74,"Spanish",61,67,76,53,88,80,67,92
"Student 3149",2013,174,73,"Hindi",43,76,63,76,85,73,74,44
"Student 3150",2013,166,69,"German",64,57,76,84,71,86,70,69
"Student 3151",2013,164,72,"Hindi",77,63,73,59,90,87,57,61
"Student 3152",2013,182,77,"French",69,83,76,60,77,69,86,67
"Student 3153",2013,169,83,"Spanish",69,80,69,60,85,72,84,67
"Student 3154",2013,177,81,"French",64,64,78,63,90,64,60,33
"Student 3155",2013,171,67,"Spanish",68,63,74,79,77,78,67,70
"Student 3156",2013,178,76,"German",79,86,72,81,82,70,62,70
"Student 3157",2013,170,45,"Hindi",80,77,68,52,93,95,70,52
"Student 3158",2013,170,60,"Hindi",65,82,79,73,100,75,73,40
"Student 3159",2013,170,65,"Hindi",73,82,73,84,83,88,66,64
"Student 3160",2013,172,74,"French",78,78,65,84,74,75,75,88
"Student 3161",2013,162,65,"Spanish",69,66,73,68,74,60,76,60
"Student 3162",2013,170,84,"Spanish",66,93,70,57,81,66,81,67
"Student 3163",2013,176,71,"French",76,82,74,61,79,62,67,80
"Student 3164",2013,173,83,"Spanish",75,54,57,81,67,74,87,86
"Student 3165",2013,162,47,"German",83,75,65,77,48,93,70,63
"Student 3166",2013,179,84,"German",79,80,67,64,80,83,94,66
"Student 3167",2013,168,72,"Spanish",72,60,64,75,65,88,69,62
"Student 3168",2013,164,69,"Spanish",66,81,68,71,90,59,77,78
"Student 3169",2013,169,69,"German",78,53,57,71,69,87,70,73
"Student 3170",2013,168,79,"German",65,98,80,61,78,98,84,83
"Student 3171",2013,173,55,"Hindi",79,90,75,73,67,78,79,54
"Student 3172",2013,167,68,"Hindi",73,78,61,77,53,72,64,79
"Student 3173",2013,169,59,"Hindi",65,47,76,64,88,84,75,67
"Student 3174",2013,174,66,"French",63,95,70,86,77,80,65,59
"Student 3175",2013,170,68,"Hindi",73,85,73,59,64,71,76,74
"Student 3176",2013,168,67,"German",81,73,64,61,84,81,77,74
"Student 3177",2013,170,82,"German",60,65,77,63,61,75,87,39
"Student 3178",2013,176,89,"French",70,61,63,74,84,78,88,67
"Student 3179",2013,174,58,"Hindi",77,84,64,61,89,57,64,76
"Student 3180",2013,170,85,"French",73,77,81,57,83,66,64,74
"Student 3181",2013,172,66,"French",68,61,70,75,66,67,80,41
"Student 3182",2013,175,79,"Spanish",59,58,76,62,66,86,70,50
"Student 3183",2013,178,78,"Hindi",80,93,60,62,76,100,78,62
"Student 3184",2013,175,63,"German",77,57,57,63,71,88,68,70
"Student 3185",2013,167,84,"Spanish",69,47,69,65,71,67,82,67
"Student 3186",2013,173,75,"German",81,72,66,63,53,81,58,71
"Student 3187",2013,173,79,"German",57,73,81,77,67,91,77,68
"Student 3188",2013,176,68,"Spanish",88,37,74,74,61,72,74,77
"Student 3189",2013,172,85,"Hindi",71,69,78,70,78,91,61,81
"Student 3190",2013,176,74,"Spanish",70,92,72,64,90,69,54,76
"Student 3191",2013,173,76,"German",70,100,50,70,50,75,58,91
"Student 3192",2013,167,68,"Hindi",46,59,87,63,68,75,59,43
"Student 3193",2013,174,70,"Spanish",55,93,75,65,73,70,76,39
"Student 3194",2013,173,64,"French",73,53,62,52,70,68,88,49
"Student 3195",2013,176,84,"French",66,78,82,79,63,89,100,64
"Student 3196",2013,176,68,"Hindi",77,100,68,74,54,79,65,63
"Student 3197",2013,167,70,"German",64,92,60,75,73,78,64,74
"Student 3198",2013,176,67,"French",62,60,63,82,78,89,68,38
"Student 3199",2013,174,92,"German",58,73,56,78,73,82,76,52
"Student 3200",2013,172,79,"German",73,86,75,73,49,57,72,56
"Student 3201",2013,165,57,"German",56,90,61,76,95,76,86,89
"Student 3202",2013,175,74,"Hindi",53,63,72,79,79,85,77,70
"Student 3203",2013,169,55,"Spanish",51,70,69,64,77,72,77,55
"Student 3204",2013,166,53,"Hindi",91,64,94,79,93,91,81,64
"Student 3205",2013,178,88,"German",70,50,56,76,63,65,68,63
"Student 3206",2013,165,63,"Hindi",75,41,69,73,63,79,79,50
